filename,slug,title,category,role_group,price_tier,frontmatter_path,alt_text,prompt,done
cranberry-goat-cheese.jpg,cranberry-goat-cheese,Cranberry Goat Cheese,Cheese,Goat & sheep,$$,/images/ingredients/cranberry-goat-cheese.jpg,Cranberry Goat Cheese styled on a charcuterie board,"Close-up editorial food photograph of cranberry goat cheese — white log with a deep red and green crust. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: slice with floss or wire. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
crottin-de-chavignol.jpg,crottin-de-chavignol,Crottin de Chavignol,Cheese,Goat & sheep,$$,/images/ingredients/crottin-de-chavignol.jpg,Crottin de Chavignol styled on a charcuterie board,"Close-up editorial food photograph of crottin de chavignol — a small flat-topped cylinder, white to dark brown depending on age. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: serve them whole or halved. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
drunken-goat.jpg,drunken-goat,Drunken Goat,Cheese,Goat & sheep,$$,/images/ingredients/drunken-goat.jpg,Drunken Goat styled on a charcuterie board,"Close-up editorial food photograph of drunken goat — stark white paste with a vivid purple-violet rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut thin wedges with the purple rind on the outer edge. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
garrotxa.jpg,garrotxa,Garrotxa,Cheese,Goat & sheep,$$,/images/ingredients/garrotxa.jpg,Garrotxa styled on a charcuterie board,"Close-up editorial food photograph of garrotxa — bright white paste under a thick velvet grey-blue rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut wedges with the grey rind attached. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
humboldt-fog.jpg,humboldt-fog,Humboldt Fog,Cheese,Goat & sheep,$$$,/images/ingredients/humboldt-fog.jpg,Humboldt Fog styled on a charcuterie board,"Close-up editorial food photograph of humboldt fog — white round with a black ash line through the middle and an. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut wedges from the center out. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
ossau-iraty.jpg,ossau-iraty,Ossau-Iraty,Cheese,Goat & sheep,$$,/images/ingredients/ossau-iraty.jpg,Ossau-Iraty styled on a charcuterie board,"Close-up editorial food photograph of ossau-iraty — ivory to pale gold paste, natural grey-brown rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut into thin wedges or batons. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
pecorino-toscano.jpg,pecorino-toscano,Pecorino Toscano,Cheese,Goat & sheep,$$,/images/ingredients/pecorino-toscano.jpg,Pecorino Toscano styled on a charcuterie board,"Close-up editorial food photograph of pecorino toscano — ivory to pale straw paste, rind ranging from pale yellow to deep red. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut into thin wedges. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
roncal.jpg,roncal,Roncal,Cheese,Goat & sheep,$$,/images/ingredients/roncal.jpg,Roncal styled on a charcuterie board,"Close-up editorial food photograph of roncal — ivory to deep straw paste, hard brown natural rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut thin triangular wedges. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
sainte-maure.jpg,sainte-maure,Sainte-Maure de Touraine,Cheese,Goat & sheep,$$$,/images/ingredients/sainte-maure.jpg,Sainte-Maure de Touraine styled on a charcuterie board,"Close-up editorial food photograph of sainte-maure de touraine — tapered grey-black ash log with a straw protruding from one end. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut discs with floss or a wire. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
valencay.jpg,valencay,Valençay,Cheese,Goat & sheep,$$$,/images/ingredients/valencay.jpg,Valençay styled on a charcuterie board,"Close-up editorial food photograph of valençay — grey-black ash-covered pyramid with the top cut flat. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: serve it whole, or cut one wedge and leave the rest standing. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
almond-ricotta.jpg,almond-ricotta,Almond Ricotta,Cheese,Plant-based,$$,/images/ingredients/almond-ricotta.jpg,Almond Ricotta styled on a charcuterie board,"Close-up editorial food photograph of almond ricotta — white to pale ivory, matte, visibly textured. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: spread it in a shallow bowl. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
cashew-cheese.jpg,cashew-cheese,Cashew Cheese,Cheese,Plant-based,$$$,/images/ingredients/cashew-cheese.jpg,Cashew Cheese styled on a charcuterie board,"Close-up editorial food photograph of cashew cheese — pale ivory, matte, sometimes with a bloomy or ash rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: spread thick in a small bowl, textured with the back of a spoon. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
vegan-brie.jpg,vegan-brie,Vegan Brie,Cheese,Plant-based,$$$,/images/ingredients/vegan-brie.jpg,Vegan Brie styled on a charcuterie board,"Close-up editorial food photograph of vegan brie — small white wheel with a genuine bloomy rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut wedges from the center out. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
vegan-cream-cheese.jpg,vegan-cream-cheese,Vegan Cream Cheese,Cheese,Plant-based,$$,/images/ingredients/vegan-cream-cheese.jpg,Vegan Cream Cheese styled on a charcuterie board,"Close-up editorial food photograph of vegan cream cheese — white to ivory, matte, holds a swirl. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: spread it in a shallow bowl. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
edam.jpg,edam,Edam,Cheese,Semi-soft,$,/images/ingredients/edam.jpg,Edam styled on a charcuterie board,"Close-up editorial food photograph of edam — pale yellow paste, red or yellow wax coating. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut into thin wedges or cubes. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
fontina.jpg,fontina,Fontina,Cheese,Semi-soft,$$,/images/ingredients/fontina.jpg,Fontina styled on a charcuterie board,"Close-up editorial food photograph of fontina — pale straw paste, thin brownish-orange washed rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut into thick slices or batons. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
havarti.jpg,havarti,Havarti,Cheese,Semi-soft,$,/images/ingredients/havarti.jpg,Havarti styled on a charcuterie board,"Close-up editorial food photograph of havarti — pale cream with many small irregular holes, no rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut into thin slices or small cubes. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
monterey-jack.jpg,monterey-jack,Monterey Jack,Cheese,Semi-soft,$,/images/ingredients/monterey-jack.jpg,Monterey Jack styled on a charcuterie board,"Close-up editorial food photograph of monterey jack — pale ivory young; deep gold with a dark rubbed rind aged. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut into cubes and thin slices. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
morbier.jpg,morbier,Morbier,Cheese,Semi-soft,$$,/images/ingredients/morbier.jpg,Morbier styled on a charcuterie board,"Close-up editorial food photograph of morbier — pale ivory paste split by a distinct black horizontal line, orange. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut wedges that show the ash line clearly. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
muenster.jpg,muenster,Muenster,Cheese,Semi-soft,$,/images/ingredients/muenster.jpg,Muenster styled on a charcuterie board,"Close-up editorial food photograph of muenster — both are pale with orange exteriors, which is where the confusion. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: folded slices and small cubes, orange rind visible. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
port-salut.jpg,port-salut,Port Salut,Cheese,Semi-soft,$,/images/ingredients/port-salut.jpg,Port Salut styled on a charcuterie board,"Close-up editorial food photograph of port salut — pale ivory paste, smooth bright orange rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut into thin wedges or slices. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
raclette.jpg,raclette,Raclette,Cheese,Semi-soft,$$,/images/ingredients/raclette.jpg,Raclette styled on a charcuterie board,"Close-up editorial food photograph of raclette — pale gold paste, tan-orange washed rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: thin slices fanned in a row, pale gold with a tan rind. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
taleggio.jpg,taleggio,Taleggio,Cheese,Semi-soft,$$,/images/ingredients/taleggio.jpg,Taleggio styled on a charcuterie board,"Close-up editorial food photograph of taleggio — square block, pale paste, thin pinkish-orange rind. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut into rectangular slabs. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
tomme-de-savoie.jpg,tomme-de-savoie,Tomme de Savoie,Cheese,Semi-soft,$$,/images/ingredients/tomme-de-savoie.jpg,Tomme de Savoie styled on a charcuterie board,"Close-up editorial food photograph of tomme de savoie — pale ivory paste, thick grey-brown mottled rind with visible mold. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: cut wedges with a generous piece of the grey rind attached. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
wensleydale-cranberry.jpg,wensleydale-cranberry,Wensleydale with Cranberries,Cheese,Semi-soft,$,/images/ingredients/wensleydale-cranberry.jpg,Wensleydale with Cranberries styled on a charcuterie board,"Close-up editorial food photograph of wensleydale with cranberries — stark white paste studded with deep red dried cranberries. Presented on a pale grey-veined marble slab, with a small bone-handled cheese knife resting alongside. Styled as it would be served on a charcuterie board: break it, don't slice it. Soft diffused natural window light from the upper left, gentle shadows, shallow depth of field, muted warm editorial palette, 3:2 landscape, food-magazine styling, photorealistic. No text, no logos, no hands, no people.",
